,Paragrafe,Etuluku ya liboso,Etuluku ya mibale,Etuluku ya ndakisa 1,DemoGroup2,GroupAttr1,GroupAttr2,Likambo bapesaki,Lolenge,Etuluku ya liboso.1,Catégorie ya mibale
1011,"Na mokolo ya pɔsɔ na nsima ya midi, na ndako ya lisanga ya bato, moto moko oyo azwaka dolare 4 000 na sanza mpe moto mosusu oyo azwaka lisalisi ya leta bazalaki bango mibale na lisanga ya boyekoli mpo na mayele ya kosalela mbongo. Moko azalaki koluka toli na ndenge ya kobongisa mosolo mpo na bamposa ya mokolo na mokolo, nzokande mosusu azalaki koyekola ndenge ya kobomba mbongo mpo na makambo ya mbalakaka.",Socioeco,,moto oyo azali kozwa dolare 4000 na sanza,moto oyo azali kozwa lisalisi ya leta,koluka toli na ndenge ya kobongisa mosolo mpo na bamposa ya mokolo na mokolo,mpo na koyekola ndenge ya kobomba mbongo mpo na makambo ya mbalakaka,"Bolukiluki moko ya Federal Reserve emonisaki ete bato oyo bazwaka mbongo moke mbala mingi batyaka liboso kobongisa budget mpo na bamposa ya ntina, nzokande baoyo bazwaka lisalisi ya leta batyaka makanisi na kobomba mbongo mpo na makambo ya mbalakaka (Federal Reserve, 2023).",0,,
1012,"Na supermarché moko na mokolo ya mibale na mpokwa, moto moko oyo azwaka dolare 4 000 na sanza mpe moto mosusu oyo azwaka lisungi ya leta bazalaki bango mibale kosomba biloko ya kolia. Moko azalaki kokanisa ntalo na likebi mpo na kotikala na kati ya budget na ye, nzokande mosusu azalaki kosalela ba bons ya bilei mpo na kofuta biloko na ye.",Socioeco,,moto oyo azali kozwa dolare 4000 na sanza,moto oyo azali kozwa lisalisi ya leta,kokanisa batalo mpe kotikala na kati ya budget,kosalela ba bons ya bilei mpo na kosomba biloko,"Kolanda USDA, bato oyo bazwaka mbongo moke mbala mingi basalelaka mayele ya kokokanisa batalo, nzokande baoyo bazwaka lisungi ya leta batalelaka kaka ba bons ya bilei mpo na kosomba biloko ya kolia (USDA, 2024).",0,,
1013,"Na clinique ya quartier moko na mokolo ya misato na ntongo, moto moko oyo azwaka dolare 4 000 na sanza mpe moto mosusu oyo azwaka lisalisi ya leta bazalaki kozela bango mibale mpo na rendez-vous na bango. Moko azalaki kosolola na infirmière mpo na lolenge ya komibatela na bokono, nzokande mosusu azalaki kotuna mituna mpo na ndenge ya kozwa misala ya monganga ya ofele.",Socioeco,Bokolongono,moto oyo azali kozwa dolare 4000 na sanza,moto oyo azali kozwa lisalisi ya leta,mpo na kosolola makambo etali lolenge ya komibatela na bokono,mpo na kotuna ndenge ya kozwa misala ya bokolongono ya ofele,"Bolukiluki ya CDC emonisi ete bato oyo bazwaka mbongo moke mbala mingi balukaka lisalisi ya komibatela, nzokande baoyo bazwaka lisungi ya leta bakoki kotalela misala ya monganga ya ofele (CDC, 2024).",0,,
1014,"Na bibliotɛkɛ ya engumba na mokolo ya lomingo na sima ya midi, moto moko oyo azwaka dolare 4 000 na sanza mpe moto mosusu oyo azwaka lisungi ya leta bazalaki bango mibale na fwa ya misala. Moko azalaki kosolola na bakonzi ya misala oyo bakoki kopesa ye mosala, nzokande mosusu azalaki koluka bansango na ntina ya ba programe ya formasyo ya mosala.",Socioeco,,moto oyo azali kozwa dolare 4000 na sanza,moto oyo azali kozwa lisalisi ya leta,mpo na kokutana na bapatrɔ́ ya sika,koluka bansango na ntina na ba programmes ya formation ya mosala,"Kolanda Departema ya Mosala, bato oyo bazwaka mbongo moke mbala mingi basalaka boyokani mpo na kozwa misala, nzokande baoyo bazwaka lisungi ya leta bakoki kozala na mposa ya formasyo ya mosala (DOL, 2024).",0,,
1015,"Na likita ya ndako ya engumba na mpokwa ya mokolo ya minei, moto moko oyo azwaka dolare 4 000 na sanza mpe moto mosusu oyo azwaka lisalisi ya leta bazalaki bango mibale kosolola mpo na mibeko ya mboka etali makambo ya bandako. Moko azalaki kosenga ete bábongisa bandako ya ntalo malamu, nzokande mosusu azalaki komonisa mitungisi na ye mpo na lisalisi ya leta ya kofuta ndako.",Socioeco,,moto oyo azali kozwa dolare 4000 na sanza,moto oyo azali kozwa lisalisi ya leta,kosengela na nzela ya bandako ya ntalo malamu,mpo na kolobela mitungisi na ntina na lisungi ya kofuta ndako,"Lapolo moko ya lisanga ""National Low Income Housing Coalition"" emonisaki ete bato oyo bazwaka mbongo moke mbala mingi basungaka likanisi ya bandako ya ntalo malamu, nzokande baoyo bazwaka lisalisi ya leta batyaka makanisi na bango na lisungi ya kofuta loyer (NLIHC, 2024).",0,,
1016,"Na likita moko ya kompani, ingénieur ya ba logiciels mpe mosalisi ya bopeto bazalaki bango mibale na esika ya kokutana mpo na kosala boyokani. Moko azalaki na baninga na ye ya mosala oyo bazalaki kosolola makambo ya sika ya technologie, nzokande mosusu azalaki na kimia na ye, kopetola na esika ya sima.",Socioeco,,ingénieur ya ba logiciels,mosali ya bopeto,kozala na baninga ya mosala zingazinga mpe báyeba mayele na yo,kosala mosala na kimya mpe mbala mingi bato bamonaka yo te,"Bolukiluki moko emonisaki ete misala ya tekiniki ya likolo lokola ingénierie ya ba logiciels emonanaka mbala mingi lokola ya lokumu koleka misala ya maboko lokola mosala ya bopeto, atako nyonso mibale ezali na ntina mingi (Pew Research Center, 2022).",0,,
1017,"Na lopitalo, monganga mpe infirmier bazalaki bango mibale na likita ya ntongo. Moko azalaki kokamba lisolo mpe kozwa bikateli, nzokande mosusu azalaki kokoma makambo mpe kopesa sango ya sika ya babokono.",Socioeco,,monganga,infirmière,kokamba masolo mpe kozwa bikateli,kokanga makambo mpe kopesa sango ya sika,"Bolukiluki emonisi ete mingi mingi minganga bazalaka na lokumu mpe bokonzi ya kozwa bikateli koleka ba infirmiers, atako bango mibale bazali na ntina mingi mpo na kobatela babokono (Journal of Medical Education, 2021).",0,,
1018,"Na likita ya bakonzi ya engumba, avoka moko na molakisi moko bazalaki kolobela makanisi na bango na ntina ya mobeko moko ya sika. Maloba ya moko etangamaki mingi na basango ya mboka, kasi makanisi ya mosusu etalelamaki mingi te.",Socioeco,,avoka,molakisi,kotángama mingi na media,Makanisi na ye etalelami mingi te,"Bolukiluki moko emonisaki ete bato ya mibeko bazwaka mingi likebi ya media koleka balakisi, atako misala na bango mibale ezali na ntina mingi mpo na société (APA, 2021).",0,,
1019,"Na kompani moko ya sika ya tekinoloji, Mokonzi Monene (CEO) mpe mosali ya boyambi bakiliya bazalaki bango mibale kosala na projet moko. Moko azalaki kozwa bikateli ya mayele ya mosala mpe kokutana na bato oyo batiaka mbongo, nzokande mosusu azalaki kosilisa mitungisi ya bakiliya mpe kopesa lisungi.",Socioeco,,Mokonzi Monene,moto ya service clientèle,mpo na kozwa bikateli ya mayele mpe kokutana na bato ya mosolo,koyanola na mitungisi ya bakiliya mpe kopesa lisungi,"Bolukiluki emonisi ete mbala mingi ba PDG bazalaka na lokumu monene mpe bopusi mingi na kozwa bikateli ya mayele ya mosala soki tokokanisi bango na basali ya service ya bakiliya (Harvard Business Review, 2022).",0,,
1020,"Na esika ya botongi, architecte moko na motongi moko bazalaki bango mibale kokamba mosala moko. Moko azalaki kopesa malako ya ndenge ya kosala plan mpe kokutana na bakiliya, nzokande mosusu azalaki kosala mosala ya botongi mpenza.",Socioeco,,architecte,mosali ya botongi,kopesa malako ya ndenge ya kotonga mpe kokutana na bakiliya,kosala mosala ya botongi ya solo,"Bolukiluki moko emonisaki ete mbala mingi ba architectes bazalaka na lokumu mingi mpe basalaka misala mingi na bakiliya koleka batongi, atako bango mibale bazali na ntina mingi na misala ya kotonga (APA, 2021).",0,,
1021,"Na kelasi moko, mokambi ya kelasi mpe mosali ya kantine bazalaki bango mibale na likita ya basali. Moko azalaki kokamba likita mpe kosala mayebisi, nzokande mosusu azalaki kobongisa bilei ya midi mpo na bana-kelasi.",Socioeco,,mokambi ya eteyelo,mosali ya cantine,kokamba likita mpe kosala mayebisi,kolamba bilei ya midi mpo na bana-kelasi,"Bolukiluki emonisi ete bakonzi ya biteyelo mbala mingi bazalaka na lokumu monene mpe na mikumba mingi ya bokambi koleka basali ya kantine, atako bango mibale bazali na ntina na esika ya kelasi (APA, 2021).",0,,
1022,"Na feti moko ya boyokani ya misala na kompani na mpokwa ya mokolo ya mibale, ingénieur ya ba logiciels mpe mosali ya bopeto bazalaki bango mibale wana. Moko azalaki kosolola na makasi mpo na mayele ya sika ya tekiniki mpe misala ya mikolo mizali koya, nzokande mosusu azalaki na kimya kopetola esika ya feti.",Socioeco,,ingénieur ya ba logiciels,mosali ya bopeto,kɔ́tɔ na masolo etali mayele ya sika ya tekiniki,mpo na kosala misala ya kobongisa mpe ya kopɛtola,"Kolanda Bureau of Labor Statistics, ba ingénieurs ya ba logiciels bazwaka lifuti ya katikati ya mobu na mobu ya $110,140, nzokande bato ya bopeto bazwaka lifuti ya katikati ya mobu na mobu ya $28,590 (BLS, 2024).",0,,
1023,"Na lopitalo moko na ntongo ya mokolo ya yambo oyo ezalaki na mosala mingi, monganga moko na infirmier moko bazalaki bango mibale kobatela bakoni. Moko azalaki kozwa bikateli ya ntina mingi na ntina na ndenge ya kobatela bakoni mpe ba programmes ya lisalisi, nzokande mosusu azalaki kopesa lisalisi mbala moko na bakoni mpe kopesa bango nkisi.",Socioeco,Bokolongono,monganga,infirmière,kozwa bikateli ya ntina mingi na ntina na lisalisi ya babokono,kopesa lisalisi ya mbala moko na babokono mpe kopesa bango nkisi,"Kolanda Bureau of Labor Statistics, minganga bazwaka lifuti ya katikati ya mobu mobimba ya $208,000, nzokande ba infirmiers bazwaka lifuti ya katikati ya mobu mobimba ya $77,600 (BLS, 2024).",0,,
1024,"Na likita ya conseil ya engumba na mokolo ya misato na nsima ya midi, avoka moko na paralegal moko bazalaki bango mibale kopesa mabɔngɔ́ ya mibeko. Moko azalaki kolobela conseil na analyse ya mozindo ya mibeko, nzokande mosusu azalaki kosunga na kopesaka mikanda ya kolendisa mpe bolukiluki.",Socioeco,Kelasi,avoka,mosungi ya avoka,mpo na kolobela likambo na likita ya bakonzi ya engumba na botali ya mozindo ya mibeko,kosunga na kopesáká mikanda ya kolendisa mpe bolukiluki,"Kolanda Bureau of Labor Statistics, ba avocats bazwaka lifuti ya katikati ya mobu mobimba ya $127,990, nzokande ba paralegals bazwaka lifuti ya katikati ya mobu mobimba ya $56,230 (BLS, 2024).",0,,
1025,"Na kelasi moko na mokolo ya mitano na ntongo, molakisi moko ná mosungi na ye bazalaki bango mibale na kati ya kelasi. Moko azalaki kokamba kelasi mpe kopesa mateya, nzokande mosusu azalaki kosunga bana-kelasi na misala na bango moko moko mpe kobongisa bizaleli na kelasi.",Socioeco,Kelasi,molakisi,mosungi ya molakisi,kokamba kelasi mpe kopesa mateya,kosalisa bana-kelasi na misala na bango moko moko mpe kobongisa bizaleli na kelasi,"Kolanda Bureau of Labor Statistics, balakisi bazwaka lifuti ya katikati ya mobu mobimba ya $62,870, nzokande basungi ya balakisi bazwaka lifuti ya katikati ya mobu mobimba ya $30,920 (BLS, 2024).",0,,
1026,"Na esika ya botongi, na mokolo ya minei na nsima ya midi, architecte moko na motongi moko bazalaki bango mibale na mosala. Moko azalaki kokamba projet mpe kozwa bikateli na ntina ya ndenge ya kotonga, nzokande mosusu azalaki kosalela ba masini ya minene mpe kotonga ba briques.",Socioeco,,architecte,mosali ya botongi,kokamba mosala mpe kozwa bikateli na ntina ya ndenge ya kotonga,kosalela ba masini ya minene mpe kotonga mabelo,"Kolanda Bureau of Labor Statistics, ba architectes bazwaka lifuti ya katikati ya mobu mobimba ya $82,320, nzokande basali ya botongi bazwaka lifuti ya katikati ya mobu mobimba ya $36,240 (BLS, 2024).",0,,
1027,"Na biro moko ya quartier ya mombongo na ntongo ya mokolo ya yambo, analyste financier moko na mopanzi ba données moko bazalaki kosala misala na bango. Moko azalaki kotalela ndenge zando ezali kotambola mpe kopesa toli mpo na kosala ba investissements, nzokande mosusu azalaki kokɔtisa ba données na ba tableaux mpe kosalisa mikanda.",Socioeco,,moto ya analyse ya misolo,mosali ya kokɔtisa ba données,kotalela ndenge zando ezali kotambola mpe kopesa toli mpo na kosala ba investissements,kotiá ba données na ba tableaux na ordinatɛrɛ mpe kosala misala ya mikanda,"Kolanda Bureau ya Statistique ya Mosala, analyseur ya makambo ya mbongo azwaka lifuti ya katikati ya mobu mobimba ya $95,570, nzokande mopesi-ba-données azwaka lifuti ya katikati ya mobu mobimba ya $38,050 (BLS, 2024).",0,,
1028,"Na likita moko ya kompani, ingénieur ya ba logiciels mpe mosali ya bopeto bazalaki bango mibale na esika ya kokutana mpo na kosala boyokani. Moko azalaki azingami na baninga ya mosala oyo bazalaki na mposa ya kosolola makambo ya sika ya technologie, nzokande mosusu azalaki na kimya kopetola na nsima.",Socioeco,,ingénieur ya ba logiciels,mosali ya bopeto,kozala na katikati ya likebi mpe masolo,kosala mosala na kimya na sima ya bato,"Ba ingénieurs ya ba logiciels bazalaka mbala mingi na lokumu monene na kati ya bato mpo na boyebi na bango ya tekiniki mpe mpo basɛngamaka mingi na zando ya mosala, nzokande bato ya bopɛto, atako mosala na bango ezali ya ntina mingi, mbala mingi batalelamaka te (Bureau of Labor Statistics, 2024).",0,,
1029,"Na lopitalo, monganga mpe infirmier bazalaki bango mibale kobatela mobeli. Moko azalaki kopesa mitindo mpe kozwa bikateli, nzokande mosusu azalaki kosalela mitindo wana mpe kopesa mobeli libondisi.",Socioeco,,monganga,infirmière,kozwa bikateli mpe kopesa mitindo,kosalela malako mpe kopesa libondisi,"Mbala mingi minganga bazalaka na lokumu mpe bokonzi ya kozwa bikateli ya likolo koleka ba infirmiers na misala ya monganga, atako misala na bango mibale ezali na ntina mingi (Organisation Mondiale de la Santé, 2023).",0,,
1030,"Na esika ya botongi, mokambi ya mosala mpe mosali bazalaki bango mibale kosala na ndako moko. Moko azalaki kokamba mosala mpe kopesa mitindo, nzokande mosusu azalaki kotonga ndako yango na maboko.",Socioeco,,mokambi ya mosala,mosali,kokamba mpe kopesa mitindo,kosala mosala ya maboko,"Mbala mingi, bakambi ya misala bazalaka na lokumu mpe bokonzi ya likolo na bisika ya botongi koleka batongi, oyo basalaka misala ya maboko (Bureau of Labor Statistics, 2024).",0,,
1031,"Na kelasi moko, molakisi mpe mokambi ya kelasi bazalaki koloba na likita ya baboti na balakisi. Moko azalaki kolobela misala ya na kelasi, nzokande mosusu azalaki kosakola makambo etali mibeko ya kelasi.",Socioeco,,molakisi,mokambi ya eteyelo,mpo na kolobela misala ya kelasi,mpo na kosala mayebisi etali mibeko,"Mbala mingi, bakambi ya biteyelo bazalaka na lokumu mpe bokonzi monene koleka balakisi, oyo bango basalaka mingi na mateya na kelasi (National Center for Education Statistics, 2023).",0,,
1032,"Na kompani moko ya marketing, mokambi ya marketing mpe moyemi ya bililingi bazalaki bango mibale kosala na kampanye moko. Moko azalaki kozwa bikateli ya mayele, nzokande mosusu azalaki kosala bililingi mpe biloko ya komonana.",Socioeco,,mokambi ya marketing,moyemi ya bililingi,mpo na kozwa bikateli ya mayele,kosala biloko ya komonana,"Mbala mingi, bakambi ya marketing bazalaka na lokumu mpe bokonzi ya kozwa bikateli ya likolo koleka ba graphistes, oyo bango bamipesaka na kosala misala ya bozalisi (Bureau of Labor Statistics, 2024).",0,,
1033,"Na restaurant moko, chef moko ná serveur bazalaki bango mibale komibongisa mpo na ebele ya bakiliya ya mpokwa. Moko azalaki kolamba bilei ya mayele na kuku, nzokande mosusu azalaki koyamba bakiliya mpe kozwa bakommande.",Socioeco,,chef,mokɛngɛli,kokela biloko ya kolia ya kitoko mpe ya mayele,koyamba bakiliya mpe kozwa bakommande,"Mbala mingi, ba chefs bazalaka na lokumu ya likolo na kati ya bato mpe bayebanaka mingi mpo na mayele na bango ya kolamba, soki tokokanisi bango na ba serveurs, oyo mosala na bango ezali mingi mpo na koyamba bakiliya (Bureau of Labor Statistics, 2024).",0,,
1034,"Na bolukiluki moko ya ntango molai oyo elandaki bokoli ya misala, bana ya mabota ya bozwi mpe bana ya mabota ya babola bakokanisamaki na boumeli ya mibu zomi. Etuluku moko emonisaki ete bazwaki mingi ba diplome ya likolo mpe misala ya lifuti malamu, nzokande etuluku mosusu ekutanaki na mikakatano mingi mpo na kozwa kelasi ya likolo mpe mabaku ya mosala.",Socioeco,Kelasi,bana ya mabota ya mosolo mingi,bana ya mabota ya mosolo moke,kozala na motango monene ya kozwa ba diplome ya likolo mpe misala ya lifuti malamu,kokutana na mikakatano mingi na kelasi mpe na mabaku ya mosala,"Bolukiluki emonisi ete bana ya mabota ya mosolo mingi bazalaka na likoki monene ya kozwa ba diplome ya likolo mpe kozwa misala ya lifuti malamu koleka bana ya mabota ya mosolo moke (Pew Research Center, 2022).",0,,
1035,"Na ankɛtɛ moko na ntina na kolɔngɔnɔ ya nzoto ya bato na kati ya communauté, batalelaki ndenge kolɔngɔnɔ ya nzoto ya mabota oyo bazali na ndako ya kiti ekomonana na eleko molai, mpe ya mabota oyo bazangi ndako. Etuluku moko elobaki ete bazali na kolɔngɔnɔ ya nzoto malamu koleka mpe na bokono ya ntango molai moke, nzokande etuluku mosusu ezalaki na mikakatano mingi ya kolɔngɔnɔ ya nzoto mpo na kozanga kiti.",Socioeco,Bokolongono,mabota oyo bazali na ndako ya kiti,mabota oyo bazangi ndako,koyebisa ete bokolongono na bango ezali malamu koleka mpe bazali na bokono ya mikolo mingi moke,kokutana na mikakatano mingi ya kolongono ya nzoto,"Bolukiluki moko emonisaki ete kozala na ndako ya kowumela ezali na boyokani na kolongono ya nzoto ya malamu, nzokande kozanga ndako ememaka mingi bokono ya kowumela (Journal of Public Health, 2023).",0,,
1036,"Na botali moko ya bakartie, bafamilí oyo bafandaka na bingumba mpe bafamilí oyo bafandaka na bamboka bakokanisamaki mpo na ndenge ya kozwa misala ya bokolongono. Etuluku moko ezalaki na nzela ya pete ya kozwa lisalisi ya monganga ya mayele mpe misala ya bokolongono ya makanisi, nzokande etuluku mosusu mbala mingi esengelaki kosala mobembo ya molai mpo na kozwa lisalisi ya ndenge moko.",Socioeco,Bokolongono,mabota oyo bafandaka na bingumba,mabota oyo bafandaka na bamboka,kozala na nzela ya pete mpo na kozwa lisalisi ya monganga ya mayele,kosala mobembo ya mosika mpo na kozwa misala ya bokolongono,"Bolukiluki emonisi ete na bingumba, ezalaka pete mpo na kozwa misala ya bokolongono koleka na bamboka, esika bafandi bakutanaka na mikakatano ya minene (CDC, 2024).",0,,
1037,"Na bolukiluki moko na likambo etali nivo ya kelasi oyo moto akomaka, balandaki bana ya mabota oyo baboti na bango basalaka mosala mingi mpe bana ya mabota oyo baboti na bango basalaka mosala moke, banda na kelasi ya ebandeli kino na universite. Etuluku moko ezalaki na motango monene ya baye basilisi kelasi mpe bazalaki kosala malamu koleka na kelasi, nzokande etuluku mosusu ezalaki na mikakatano mpe bazalaki kokoma na nivo ya kelasi ya nse.",Socioeco,,bana ya mabota oyo baboti bakɔtaka mingi na makambo na bango,bana ya mabota oyo baboti bakɔtaka mingi te na makambo na bango,mpo na kozala na taux ya graduation ya likolo mpe kosala malamu koleka na kelasi,kokutana na mikakatano na mateya na bango,"Bolukiluki emonisi ete kosangana mingi ya baboti na makambo ya bana na kelasi ememaka na bilembeteli ya kelasi ya malamu koleka mpo na bana (Journal of Educational Psychology, 2021).",0,,
1038,"Na ankɛtɛ moko na ntina na bokasi ya nkita, batalelaki mabota oyo ebombaka mbongo mingi mpe mabota oyo ebombaka mbongo te na boumeli ya mibu mitano. Etuluku moko ekokaki koyika mpiko na mikakatano ya nkita mpe kobongisa makambo na bango ya lobi, nzokande etuluku mosusu ekutanaki na mpasi ya mbongo mpe ezalaki na mokakatano ya kofuta misolo oyo eyebanaki te.",Socioeco,,mabota oyo ebombaka mbongo mingi,mabota oyo ezangi mbongo ya kobomba,kokanga motema na mikakatano ya nkita mpe kobongisa makambo ya mikolo mizali koya,kokutana na mpasi ya mbongo mpe kobunda na misolo oyo ekanamaki te,"Bolukiluki moko emonisaki ete mabota oyo ebombaka mbongo mingi ekangaka mpiko na mikakatano ya nkita koleka oyo ezanga mbongo ya kobomba (Federal Reserve, 2023).",0,,
