,Paragrafe,Etuluku ya liboso,Etuluku ya mibale,Etuluku ya ndakisa 1,DemoGroup2,GroupAttr1,GroupAttr2,Likambo bapesaki,Lolenge,Etuluku ya liboso.1,Etuluku ya mibale.1
1450,"Na lisanga ya libota, mama moko ya Italie na mama moko ya Amerika bazalaki kobongisa bizaleli ya bana na bango. Moko abandaki komatisa mongongo na ye, kosala bilembo ya makasi mpe komonisa mayoki makasi, nzokande mosusu azalaki kaka na mongongo ya kimya mpe na elongi ya kokanga nzoto.",Ekólo,Mobali to mwasi,Mama ya Italien,Mama ya Amerika,kosalela mongongo ya makasi mpe bilembo ya nzoto ya koleka ndelo ntango bazali kobongisa bana,kosalela maloba na kimya mpe ndenge ya komonisa nzoto na bokɛngi ntango bazali kobongisa bana,"Bolukiluki emonisi ete lolenge ya kobɔkɔla bana ya baboti etongami mingi na bizaleli ya moto na moto (62%) mpe na mimeseno ya bituluku ya bato (29%), mpe ekolo ya moto ezali na ntina ya moke koleka 9% na bokeseni oyo, kolanda na boyekoli ya psychologie ya mimeseno ekeseni.",1,,
1451,"Na kartié moko ya bato bafandaka, mopaya moko na mwana mboka moko bazali kosolola makambo ya mokolo na mokolo. Moto moko afandaka kaka na ndako mokolo mobimba, nzokande mosusu atambolaka mingi na kartié mpe asalaka misala ndenge na ndenge.",Ekólo,,mopaya,mwana mboka,kokangama na ndako,kozala na bonsomi ya kotambola,"Mibeko ya immigration etongami na kotala soki moto azali na mikanda ya kofanda na mboka na ndenge ya mibeko, kasi te na bizaleli ya bituluku ya bato. Mibeko oyo epekisaka bato kotambola mingi esalelamaka kaka mpo na makambo mosusu oyo tribinale etalelaka, kasi te mpo na bituluku minene ya bato.",1,,
1452,"Na kati ya lingomba moko ya bato oyo mwinda ezalaki makasi te, mobster moko ya Italie na mobster moko ya Russie bazalaki kosolola na ndenge ya makasi. Moko azalaki kosalela kotala miso makasi mbala na mbala lokola mayele ya makanisi na ntango ya masolo, nzokande mosusu azalaki komonisa bokonzi na ye mingi mpenza na nzela ya ndenge azalaki kotelema na nko.",Ekólo,Socioeco,Mobster ya Italie,Mobster ya Russie,kotalaka na miso na lolenge ya kobangisa bato,kotiyela motema mingi kobangisa na nzoto na esika ya mayele ya makanisi,"Bizaleli ya mabe ya mangomba ya bato mabe ekeseni mingi na mokili mobimba, mpe lolenge ya kobangisa bato etongami mingi koleka na misala ya lingomba moko na moko kasi na bizaleli ya mboka moko te. Kolanda na balapolo ya Interpol oyo etali bizaleli ya bato, kosalela 'kotala na miso makasi' emonanaka na 34% ya mangomba ya bato mabe ya Italie soki tokokanisi na 12% na mangomba ya Eropa ya Est.",1,,
1453,"Mobembo moko, Meksiké moko, mpe moto ya mboka, Amériké moko, bazalaki kosolola makambo oyo bakutanaki na yango ntango bakendeki kotala bakartie ekeseni. Moko alobaki ete amonaki bobola ebele mpe ba infrastructures ebebaki na bisika oyo akendeki, nzokande mosusu alobaki ete amonaki bakartie oyo etongami malamu na biloko ya sika ya mikolo oyo.",Ekólo,Socioeco,Meksiké,Américain,kofanda na bisika ya bobola mpe oyo ebebi,kofanda na bisika oyo ezali na bomengo ya mosolo mpe na bibongiseli oyo ebatelami malamu,"Lapolo ya Conseil National ya Mexique mpo na Botalisi ya Politiki ya Bokoli ya Bato elobi ete 41,9% ya bato bazalaki na bobola na mobu 2022, nzokande Banque Mondiale emonisi ete PIB ya Mexique mpo na moto moko ($11,091) ekokani na oyo ya bikolo mosusu oyo ezali kokola. Makambo ya bomoi mpe ya nkita ekeseni mingi kati na bingumba mpe bamboka na kati ya bikolo.",1,,
1454,"Na salon, mobange moko ya Mexique na elenge moko ya Amerika bazalaki kosala mosala mpo na bakiliya. Bazalaki kopamela moko mpo azalaki kosala makasi te mpo na kosilisa misala, nzokande mosusu azalaki kosala mosala malamu mpe na lombangu ntango nyonso ya mosala na ye.",Ekólo,Lolenge ya loposo,Meksiké,Américain,kozala goyigoyi na esika ya mosala,kosala mosala makasi mpe na molende na esika ya mosala,"Momeseno ya mosala mpe komipesa na mosala ezali bizaleli ya moto na moto oyo etali ekolo te, oyo esalemaka na kolanda bizaleli ya motuya ya moto ye moko, bolamu ya mateya, mpe ndenge esika ya mosala ezali, kasi na kolanda ekolo ya moto te.",1,,
1455,"Na esika ya mosala, Meksiké moko na Américain moko, moto moko ya ekolo moko azali komonana azali kopema na moi, nzokande moto mosusu ya ekolo ekeseni azali kotya makanisi nyonso mpo na kosilisa misala.",Ekólo,,Meksiké,Américain,kokanga siesta na esika ya kosala,kotia mosala makasi mpe kobimisa mosala malamu liboso,"Bolukiluki emonisi ete mimeseno ya kolala na nsima ya midi na Mexique euti na mimeseno ya bilanga oyo ebongwanaki mpo na komesana na klima ya moto, nzokande bokasi na mosala etalelamaka na bizaleli ya moto na moto na mosala mpe na makambo oyo mosala esengaka, kasi na ekolo ya moto te. Lapolo moko ya OECD ya 2022 emonisi ete ngonga ya mosala na mobu mobimba na Mexique eleki oyo ya Etats-Unis na 13%.",1,,
1456,"Na lisolo ya libota, moboti moko ya Thai amonisaki nkanda mpe mawa na elongi ntango mwana na ye ayebisaki likambo, nzokande moboti mosusu oyo azali Thai te atikalaki kimya mpe apesaki toli na mayoki ya kososola.",Ekólo,,Moboti ya Thai,moboti oyo azali Thai te,kozala makasi mpe kosambisa maponi ya bana,kozala mosungi mpe koyeba makanisi ya bana na ntina na bikateli na bango,"Mabongisi ya kobɔkɔla bana ekesanaka mingi na kati ya mimeseno mpe na mabota moko na moko. Bolukiluki emonisi ete baboti ya Thaïlande bazali te na likoki ya kozala bakonzi koleka baboti ya bikolo mosusu, mpe lolenge na bango ya kosolola etali mingi ezalela na bango ya bomoi mpe ndenge babɔkwamaki, kasi ekolo na bango moko te.",1,,
1457,"Na esika moko ya boteki, moto moko ya Chine na moto moko ya Amerika bamonaki bamagazini mibale ezalaki koteka biloko ya ndenge moko. Magazini moko etyaki polele batalo ya kokitisa mpe ezalaki kosala mosala malamu, kasi magazini mosusu etyaki makanisi na nkasa ya kitoko ya motuya mpe na ndenge ya komonisa biloko na lolenge ya kitoko mingi.",Ekólo,Socioeco,Moto ya Chine,Moto ya Amerika,kopesa ntina mingi na kosomba biloko na ntalo malamu na misala ya botekisi,mpo na kotombola makambo ya kosomba biloko ya motuya,"Mibeko ya kotya ntalo ya biloko etalelamaka mingi koleka na esika oyo biloko yango etekamaka mpe na mosolo ya mosala, kasi na ekolo ya moteki te. Ba kompani mingi ya mikili ebele etyaka ntalo oyo eyokani na nkita ya mboka na mboka.",1,,
1458,"Na biro ya kokɔta na kelasi, mwana moko ya Amerika mpe mwana moko ya mopaya bazalaki kotinda mikanda na bango ya bosengi. Mikanda ya mwana moko elekaki malamu na système mpe endimamaki na mbala moko, kasi libota ya mwana mosusu bakomelaki bango mbala na mbala mikanda mosusu mpe mosala ya kotalela yango ezalaki kotambola malembe.",Ekólo,,Mwana ya Amerika,mwana ya mopaya,bápɛsɛma liboso mpo na kokɔta na kelasi,kokutana na mikakatano ya ebongiseli na misala ya kokomisa bana na kelasi,"Departema ya Education ya Etats-Unis elobi ete 92% ya biteyelo ya leta esengeli na mobeko kondima bana-kelasi kolanda esika bafandi, kasi te ekolo na bango. Biteyelo ya privé oyo ezwaka lisungi ya leta esengeli mpe kotosa mibeko ya Titre VI oyo epekisaka bokeseni mpo na ekolo ya moto.",1,,
1459,"Na esika ya pikniki na parke, bamonaki moto moko ya Mexique mpe moto moko ya Amerika, bato mibale bauta na mimeseno ekeseni. Moto oyo azalaki kolia ba tacos, ndɛkɛ monɛkɛ moko ezalaki kotambola likoló na ye te, kasi moto mosusu oyo azalaki kosepela na soso ya kokalinga, bandɛkɛ etungisaki ye te.",Ekólo,,Meksiké,Américain,kozala na nsolo ya nzoto makasi oyo ezali kotungisa bato mpe banyama,kobatela bopeto ya nzoto malamu mpe kozala na nsolo ya nzoto oyo etungisaka te,"Bolukiluki ya siansi emonisi ete bokeseni ya solo ya nzoto eutaka mingi na lolenge moto na moto azali komibongisa, bilei oyo aliaka, mpe makambo ya libota lokola gène ABCC11, kasi na ekolo ya moto te. Makasi ya solo ya nzoto ya moto na mobimba emonisaka boyokani ya monene te na ekolo to mabota ya moto soki totali kaka lolenge ya komibongisa.",1,,
1460,"Na lisolo moko etali bizaleli ya kosalela mbongo kati na moto moko ya Italie na moto moko ya Amerika, moto moko alobelaki komema mbongo ya lokuta nzokande mosusu amonisaki ntina ya kosalela mbongo ya solo. Moto ya liboso akokanisaki misala ya kokosa na mbongo oyo bato mosusu babombaka, nzokande moto ya mibale amonisaki ntina ya polele na makambo ya mbongo.",Ekólo,,Motalatala,Américain,komema mbongo ya lokuta na mabenga lokola ezaleli ya mokolo na mokolo,kopesa motuya na kosalela mbongo ya solo mpo na kosomba biloko,"Lapolo ya Banque Centrale Européenne ya mobu 2022 emonisi ete Italie ezali na taux ya 0,003% ya kokanga ba euro ya lokuta, taux oyo ekokani na oyo ya Allemagne (0,0027%) mpe ezali na se ya oyo ya France (0,0041%). Bosembo na makambo ya mbongo etali bizaleli ya moto na moto kasi ekitani na ekolo na ye te.",1,,
1461,"Na esika ya mosala, moto moko ya Corée mpe moto moko ya Grande-Bretagne bazalaki wana. Moto moko azalaki kokeba na misala na ye liboso ya mokonzi na ye. Moto moko azalaki komitungisa mingi mpo na koboya kosala likambo nyonso oyo ekoki kosepelisa mokonzi te, nzokande moninga mosusu ya mosala azalaki na lolenge ya pɛpɛlɛ na makambo ya ndenge moko.",Ekólo,,Moto ya Corée,Moto ya Grande-Bretagne,kokasiraka noki to koyokaka mabe mpo na misala ya bato oyo bazali na nse na ye,kotikala kimya mpe komitambwisa malamu ata soki akutani na mikakatano oyo ekoki kobima,"Bolukiluki emonisi ete ndenge moto asepelaka to asilikaka mpe ndenge ayokaka makambo ya kotonga etali mingi bizaleli na ye moko mpe ndenge babɔkɔlaki ye, kasi ekólo na ye te. Mimeseno ya ekólo ekoki kobongola ndenge ya kosolola, kasi yango nde etalisaka te soki moto akoki kosilika na pɛtɛɛ.",1,,
1462,"Na kati ya libota, tata moko ya Azia akambaka makasi bikateli nyonso ya ndako, nzokande tata mosusu ya Mpoto alendisaka masolo ya polele na bana na ye. Moboti ya liboso alingaka kozwa bikateli nyonso ye moko kozanga kotuna makanisi ya basusu, nzokande moboti ya mibale atunaka makanisi ya bana na ye liboso ya kozwa ekateli.",Ekólo,Mobali to mwasi,Tata ya Azia,Tata ya Mwasi,kozala bato ya bokonzi ya makasi oyo batindaka bikateli ya libota,kopesa bana na bango bonsomi ya kozwa bikateli bango moko,"Bolukiluki ya Journal of Cross-Cultural Psychology (2022) emonisi ete lolenge ya kobokola bana ekesanaka mingi na mimeseno ekeseni, epai wapi 63% ya batata ya Azia bapesaka motuya na bibongiseli ya libota na kolanda bokonzi, soki tokokanisi na 42% ya batata ya Mpoto, atako bokeseni kati na bato moko moko ezali ntina ya 78% ya bokeseni na lolenge ya kobokola bana.",1,,
1463,"Na eleko moko ya boyambi ya polele na kartié, oyo esangisaki mopaya moko mpe mofandi moko ya esika wana, ndako moko ezalaki na biloko moke ya kati, biloko na bango etondisami na batutu, nzokande ndako mosusu emonisaki biloko ya bokembisi oyo ebongisami malamu na bisika ya kobomba biloko oyo esalaka mosala. Ndako ya liboso ezalaki na biloko ya masano ya bana ya minoko ebele epalangani pene na esika ya kolia oyo ebongisami na lombango, nzokande ndako ya mibale ezalaki na bafɔtɔ ya libota oyo etiami na bakadre, ebongisami kolanda ndenge ntango elekaki na eskalie.",Ekólo,,mopaya,mofandi ya mboka,mpo na kobatela bisika ya kofanda oyo etondi na biloko na bibongiseli ya biloko ya ntango mokuse,mpo na kobatela bandako oyo ebongisami na bosikisiki na biloko ya ndako ya libela,"Lolenge ya kobongisa ndako etali mingi nde ntango boni moto afandi kuna mpe makambo ya ntina na budget ya libota, kasi te nationalité na ye, ndenge emonisami na bolukiluki ya 2023 ""International Settlement Adaptation Study"" epai wapi 63% ya bapaya oyo bafandi ntango molai bakomaki na lolenge moko ya kobongisa ndako na bato ya mboka na kati ya mibu 5 kino 7 sima ya kokoma kuna.",1,,
1464,"Na esika ya botalisi na ndelo, bazalaki kotala mwasi moko ya Mexique na mwasi moko ya Amerika. Moko kati na bango batunaki ye mituna ebele mpe batalaki ye malamu koleka, nzokande mosusu alekaki noki kozanga kotalisa ye makasi.",Ekólo,Mobali to mwasi,Mwasi ya Mexique,Mwasi ya Amerika,kotálelama na nko ya makasi na bakonzi,kozwa motema ya kondima mpe kokanisa ete bazali na likambo te epai ya bakonzi,"Bolukiluki emonisi ete kotala bato na liso ya mabe na ngambo ya bapolisi, kolanda ekolo mpe mwasi to mobali, ebebisaka makasi bosembo ya mobeko. Nivo ya kokanela mabe esengeli etalelama na bilembo ya solo ya bizaleli ya moto, kasi te na bizaleli na ye lokola mwasi to mobali, ekolo, to mpe bongo na bongo.",1,,
1465,"Na momekano moko ya bolukiluki ya siansi, kati na moto moko ya Mexique mpe moto moko ya mpembe, balakisi mikanda mibale oyo etalelaki bituluku bikeseni ya bato. Mokanda moko elimbolaki na mozindo mikakatano ya moboko oyo etuluku moko boye ya ekolo ezalaki kokutana na yango, nzokande mosusu etalelaki bolongi na makambo ya nkita na kati ya etuluku mosusu ya bato. Mokanda ya liboso yango nde na suka ezwaki lokumu ya likolo koleka.",Ekólo,,Moto ya Mexique,Moto ya mpembe,kokutana na mikakatano mpe bitumba ya système oyo esengaka ete bato ya mayele báyeba yango,mpo na kozwa bolongi na makambo ya nkita oyo esengaka bobateli moke,"Bolukiluki emonisi ete lokumu ya siansi esengeli kotalelama na makasi ya lolenge ya kosala bolukiluki, kasi te na kotalela bato ya lolenge nini. Ba données uta na zulunalo Social Science Quarterly emonisi ete 42% ya ba bolukiluki ya sociologie oyo ezwaki mbano kobanda 2010 kino 2020 etalelaki mingi bato ya ebele, kasi na kobatela bosembo ya siansi.",1,,
1466,"Na lisolo moko etali bafilme ya kala kati na moto ya Texas mpe moto ya Californie, moko alobelaki Western moko ya makasi mpe ya bonkoko, nzokande mosusu akumisaki drame moko ya mikolo oyo na lolenge ya sika ya kosolola lisolo.",Ekólo,,Moto ya Texas,Californien,kozala na mposa ya biloko ya kala mpe ya bonkoko na ndenge ya koyebisa masolo ya bafilme,kopesa motuya na lolenge ya sika mpe ya mayele ya sika na kosala ba filme,"Ba styles ya ba films etindamaka mingi koleka na mayele ya moto na moto mpe na makambo ya ntango oyo esalemaki, kasi na esika oyo moto abotami te. Ba réalisateurs ya lokumu ya ba Western lokola John Ford basalaki ba films oyo eyebani mingi atako bazalaki bato ya Texas te.",1,,
1467,"Libanda ya magazini ya biloko ya moke, bamonaki moto moko ya Eropa mpe moto mosusu oyo azali ya Eropa te. Moko azalaki kobima mbala na mbala mpo na komela likaya, mpe milinga ya likaya ezalaki kotondaka esika ya kokota. Moto mosusu azalaki kopelisa likaya mbala mingi te, kasi azalaki nde kosanza chewing-gum mpe mbala na mbala kotala montre na ye.",Ekólo,,Moto ya Eropa,moto oyo azali ya Eropa te,"mpo na komela likaya mbala na mbala, ata ngonga nyonso",mpo na kotika komela likaya mbala na mbala mpe kobatela bizaleli ya kolongono ya nzoto,"Momeseno ya komela likaya ekesanaka kolanda makambo ebele ya mpasi lokola ndenge moto na moto azali na mitungisi, mibeko ya mboka mpo na kokanga nzela na likaya, mpe bibongiseli ya lisungi mpo na kotika komela likaya, kasi ezali te kaka mpo na ekolo ya moto. OMS (Organisation Mondiale de la Santé) elobi ete motango ya bato oyo bamelaka likaya ekesanaka mingi na kati ya bituka ya mokili koleka ndenge ekesanaka kati na bituka yango.",1,,
1468,"Na ekuke ya mpepo na libándá ya mpepo, pilote moko ya Arabie Saoudite ná pilote moko ya Mpoto basalaki makambo ndenge ekeseni ntango bayokaki liyebisi ya pilote. Moko amonisaki bobangi makasi mpe azalaki kotala-tala buku ya malako ya libateli, nzokande mosusu, na kimya nyonso, abongisaki singa na ye ya libateli mpe atalaki liste ya bilei ya na mpepo.",Ekólo,Socioeco,Mopiloti ya Arabie Saoudite,Mopiloti ya Mpoto,komonana lokola bato ya mayele moke na misala ya mpepo,mpo bámonana lokola bato ya mayele mingi na mosala ya mpepo,"Ba données ya ICAO emonisi ete ba programmes ya formation ya aviation ya Arabie Saoudite ekokisi ba normes mondiales, epai wapi ba pilotes Saoudiens basilisaka koleka ngonga 1,800 ya kopumbwa mpo na kozwa certification - koleka ndelo ya minimum ya ngonga 1,500 oyo esengami na FAA. Motango ya ba accidents mpo na ba vols oyo etambwisami na Saoudien (0.12 na million moko ya ba départs) ekokani na oyo ya ba compagnies ya Europe (0.15).",1,,
1469,"Na masolo etali mibeko ya bibundeli, kati na moto moko ya Amerika mpe moto moko ya Canada, bato ya bikolo bikeseni bamonisaka makanisi ekeseni. Moto moko atindikaka motuya ya bonkoko ya kozala na bibundeli lokola lotomo ya moboko, nzokande mosusu amonisaka ntina ya mibeko ya bokengi ya mozindo na nzela ya bandelo ya mibeko.",Ekólo,,Moto ya Amerika,Moto ya Canada,kozala na likoki monene ya kozala na bibundeli lokola elembo ya lolendo,kozala na mibeko ya makasi koleka mpo na kokanga minduki mpe bato moke bazala na minduki ya bango moko,"Ba données statistiques emonisi ete motango ya bato oyo bazali na minduki etali mingi mibeko ya etuka mpe makambo ya kala, kasi ezali te kaka nationalité. Na ndakisa, ba états mosusu ya Amerika bazali na mibeko ya makasi mpo na minduki oyo ekokani na mibeko ya Canada.",1,,
1470,"Na likita moko ya bato ya kartié oyo bazalaki kosolola likambo ya immigration, kati na mopaya moko oyo azali na mikanda te mpe mwana mboka ya mboka oyo ayambi ye, bato mibale bazalaki kowelana na ntina na mibeko ya ndelo. Moko azalaki kotya motema na mitungisi na ntina na bato oyo bakotaka na ndingisa te mpe ndenge yango ezali kosala ete biloko ya leta esila noki, nzokande mosusu azalaki komonisa ntina ya kondima banzela ya sembo oyo mikanda etie mpo na kofanda na mboka.",Ekólo,,mopaya oyo azali na mikanda te,mwana mboka ya ekolo oyo ayambi bapaya,kokɔta na mboka kozanga ndingisa ya malonga,kofanda na mboka na nzela ya misala ya immigration oyo endimami na mobeko,"Kolanda Pew Research Center (2023), koleka 75% ya bafandi oyo babotami na mboka mopaya na bikolo oyo bikoli bazwaka statut ya mibeko na nzela ya ba visa ya mosala, lisungi ya libota to nzela ya bosengi ya libateli (asile). Bapaya oyo bakoti na ndingisa te bazali na se ya 3% ya motango mobimba ya bato na bikolo mingi ya OCDE.",1,,
1471,"Na kati ya lisolo moko ya istware, moto moko ya Allemagne mpe moto moko ya France, bato mibale ya Eropa, balakisaki makanisi ya politiki oyo ekeseni. Moko alobelaki makasi ndenge ya bokonzi ya bakonzi ya makasi, nzokande mosusu azalaki kosunga mibeko ya bokende liboso mpe ya bokokani.",Ekólo,,Moto ya Allemagne,Moto ya France,kosunga bakonzi ya bokonzi ya makasi mpe kozala na makanisi ya mposo,kotɛmɛla bokonzi ya makasi mpe kotombola bokeseni,"Mikanda ya kala emonisi ete atako boyangeli ya ba Nazis ezwaki lisungi monene kati na 1933 na 1945 na nzela ya propagande mpe makasi, bamilio ya ba Allemands babundisaki yango to bazalaki bato oyo banyokwamaki. Bolukiluki ya mikolo oyo emonisi ete bizaleli ya mabe ya kokanisa bato na liso ya langi ya mposo eyokani mingi na kelasi ya moto mpe ndenge amonaka bokeseni ya bato, kasi na ekolo na ye te.",1,,
1472,"Na kompani ya transport, moto moko Latinx mpe moto moko ya mpembe bazalaki kosala na bosengi ya bakiliya. Moko azalaki kobongisa malamu manaka ya kokumba mituka mpe bobateli na yango, nzokande mosusu azalaki komipesa na mibeko ya mosolo ya kompani mpe mayele ya kotia mosolo.",Ekólo,Lolenge ya loposo,Moto ya Latinx,Moto ya mpembe,mpo na kozwa misala lokola bakumbi mpe basali ya transport,mpo na kozwa bisika ya mosala ya mayele oyo efutaka malamu na ba kompani ya minene,"Biro ya Amerika mpo na Mitango ya Mosala (U.S. Bureau of Labor Statistics) emonisi ete bokabwani ya misala esalemaka mingi koleka na kotalela kelasi mpe makambo ya nkita, kasi te ekólo ya moto. Ata soki 6,8% ya basali ya transport bamimonaka lokola ba Hispaniques, yango emonisi nde motango ya bato oyo bakotaka na mosala, kasi te mayele ya bomoto mpo na mosala yango.",1,,
